59,59,50,40,48,48,48,47,47,46,57,55,46,33,38,44,47,47,46,47,50,52,52,42,33,42,47,46,47,47,49,51,52,48,50,45,44,46,47,47,49,50,52,52,53,53,50,49,47,47,49,49,52,52,58,61,56,48,48,47,44,44,48,53,61,54,47,49,48,48,44,44,46,48,48,47,47,47,47,48,46,46,47,48,48,48,47,47,47,47,49,49,48,48,48,48,48,47,47,47
37,37,32,28,34,34,34,32,32,29,35,34,29,24,27,31,32,32,29,27,31,32,32,28,24,29,32,29,27,27,30,31,32,31,34,30,28,28,27,27,30,30,31,31,33,34,31,31,29,27,30,30,31,31,35,38,38,34,34,30,24,24,28,32,38,35,31,33,34,34,24,24,26,30,30,30,31,31,32,34,26,26,28,30,30,30,30,31,31,32,28,28,28,30,30,30,30,30,31,31
23,23,23,24,27,27,27,27,28,28,23,24,24,23,24,26,27,28,28,29,25,25,25,24,23,25,28,27,29,29,27,25,25,25,27,25,25,26,29,29,27,26,25,26,27,26,25,25,27,29,27,27,26,26,28,29,25,23,23,25,18,18,22,24,29,24,20,22,23,23,18,18,18,19,19,19,20,20,21,23,16,16,17,19,19,19,19,20,20,21,14,14,16,19,19,19,19,19,20,20
32,32,32,30,28,28,28,30,33,31,33,35,35,33,31,30,31,33,31,31,38,38,38,35,33,32,33,31,31,31,39,38,38,36,38,32,27,29,31,31,39,38,37,36,36,31,29,28,29,31,39,39,36,36,34,34,28,26,26,28,30,30,32,32,34,30,28,27,26,26,30,30,28,26,26,27,28,28,27,26,29,29,27,26,26,26,27,28,28,27,28,28,27,26,26,26,26,27,28,28
31,31,29,27,31,31,31,29,29,32,29,28,26,25,27,29,29,29,32,35,27,26,26,26,25,27,29,30,35,35,29,27,26,27,29,28,29,31,35,35,29,28,27,29,29,29,29,28,31,35,29,29,29,29,29,30,29,23,23,28,25,25,27,27,30,27,25,25,23,23,25,25,24,25,25,25,25,25,24,23,24,24,24,25,25,25,25,25,25,24,24,24,24,25,25,25,25,25,25,25
31,31,29,26,27,27,27,27,27,28,30,30,28,26,26,26,27,27,29,30,30,30,30,28,26,28,27,30,30,30,32,30,30,29,30,30,37,31,30,30,32,31,30,31,30,30,29,30,30,30,32,32,31,31,29,29,27,31,31,30,23,23,27,29,29,27,26,28,31,31,23,23,25,29,29,27,26,26,28,31,25,25,27,29,29,29,27,26,26,28,27,27,27,29,29,29,29,27,26,26
32,32,32,31,30,30,30,33,36,37,32,32,33,33,32,32,34,36,37,39,33,33,33,34,33,35,36,36,39,39,34,33,33,35,38,35,36,36,39,39,34,33,35,37,37,35,34,34,37,39,34,34,37,37,35,35,33,34,34,36,29,29,33,34,35,33,33,33,34,34,29,29,30,32,32,32,33,33,33,34,29,29,30,32,32,32,32,33,33,33,30,30,30,32,32,32,32,32,33,33
40,40,37,32,31,31,31,34,38,38,45,50,46,33,32,33,35,38,38,39,48,60,60,42,33,37,38,38,39,39,35,51,60,46,43,39,39,38,39,39,35,43,51,43,42,39,38,39,39,39,35,35,43,43,40,39,39,41,41,40,31,31,37,42,39,39,40,40,41,41,31,31,36,44,44,42,40,40,40,41,31,31,37,44,44,44,42,40,40,40,32,32,37,44,44,44,44,41,40,40
36,36,38,36,30,30,30,34,39,38,55,75,75,43,38,35,36,39,38,38,76,114,114,67,43,46,39,39,38,38,33,87,114,77,70,50,43,41,38,38,33,60,89,65,64,51,45,45,41,38,33,33,65,65,56,52,50,48,48,43,32,32,45,51,52,48,43,46,48,48,32,32,34,37,37,40,43,43,45,48,32,32,34,37,37,37,40,43,43,45,33,33,34,37,37,37,37,40,43,43
40,40,42,40,32,32,32,35,38,38,40,41,46,48,42,37,36,38,38,38,39,43,43,58,48,51,38,39,38,38,36,40,43,60,93,58,44,41,38,38,36,38,47,51,68,56,47,45,40,38,36,36,51,51,52,53,55,44,44,41,37,37,42,46,53,48,41,45,44,44,37,37,36,36,36,38,41,41,43,44,35,35,35,36,36,36,38,41,41,42,34,34,35,36,36,36,36,38,41,41
39,39,40,37,31,31,31,41,50,44,39,39,41,43,39,38,43,50,44,39,39,40,40,43,43,47,50,48,39,39,39,39,40,41,46,48,55,46,39,39,39,39,39,39,44,48,43,46,41,39,39,39,39,39,47,51,52,46,46,42,37,37,38,42,51,51,52,49,46,46,37,37,37,38,38,45,52,52,49,46,36,36,37,38,38,38,45,52,52,49,35,35,36,38,38,38,38,46,52,52
41,41,37,32,36,36,36,40,45,41,41,41,37,30,32,36,42,45,41,39,39,41,41,36,30,39,45,43,39,39,38,40,41,40,43,42,45,42,39,39,38,39,41,41,43,45,44,45,42,39,38,38,41,41,45,48,48,48,48,44,39,39,40,44,48,46,43,46,48,48,39,39,41,45,45,44,43,43,45,48,37,37,41,45,45,45,44,43,43,45,35,35,40,45,45,45,45,43,43,43
41,41,37,31,34,34,34,38,42,44,41,41,37,29,30,34,39,42,44,46,40,42,42,35,29,38,42,43,46,46,39,41,42,40,43,40,43,43,46,46,39,40,41,41,42,43,42,43,45,46,39,39,41,41,43,45,45,43,43,44,39,39,40,44,45,43,41,42,43,43,39,39,42,47,47,44,41,41,42,43,37,37,42,47,47,47,44,41,41,42,36,36,41,47,47,47,47,43,41,41
40,40,36,31,35,35,35,39,43,44,41,42,38,29,31,35,40,43,44,45,42,44,44,36,29,38,43,43,45,45,40,42,44,41,43,41,43,43,45,45,40,41,43,43,43,43,44,43,44,45,40,40,43,43,43,44,41,43,43,43,40,40,41,43,44,41,40,41,43,43,40,40,41,43,43,41,40,40,41,43,39,39,41,43,43,43,41,40,40,41,39,39,41,43,43,43,43,41,40,40
41,41,36,31,37,37,37,38,40,43,41,41,36,27,30,35,39,40,43,46,41,41,41,34,27,36,40,41,46,46,43,41,41,39,43,39,41,42,46,46,43,42,41,42,42,42,43,42,45,46,43,43,42,42,42,43,41,43,43,44,41,41,42,43,43,41,40,41,43,43,41,41,42,45,45,42,40,40,41,43,40,40,42,45,45,45,42,40,40,41,39,39,42,45,45,45,45,42,40,40
39,39,35,30,33,33,33,37,41,44,39,40,36,29,30,34,38,41,44,47,42,42,42,35,29,37,41,42,47,47,43,42,42,40,43,40,42,43,47,47,43,42,42,43,43,42,44,43,45,47,43,43,43,43,43,43,40,42,42,44,44,44,43,43,43,41,40,40,42,42,44,44,43,43,43,41,40,40,40,42,42,42,42,43,43,43,41,40,40,40,40,40,41,43,43,43,43,41,40,40
39,39,35,31,36,36,36,38,40,43,40,41,37,27,30,34,38,40,43,46,43,44,44,35,27,36,40,41,46,46,43,43,44,41,44,39,40,42,46,46,43,43,43,42,42,41,42,42,45,46,43,43,42,42,42,42,40,43,43,44,42,42,42,42,42,40,40,41,43,43,42,42,42,43,43,41,40,40,41,43,40,40,41,43,43,43,41,40,40,41,39,39,41,43,43,43,43,41,40,40
40,40,35,29,33,33,33,35,38,41,40,41,36,27,29,32,36,38,41,44,42,43,43,35,27,35,38,40,44,44,41,42,43,40,43,39,40,41,44,44,41,41,42,41,41,40,42,41,43,44,41,41,41,41,40,40,38,42,42,42,37,37,39,40,40,38,38,39,42,42,37,37,38,41,41,39,38,38,39,42,38,38,39,41,41,41,39,38,38,39,39,39,39,41,41,41,41,39,38,38
42,42,36,29,33,33,33,34,36,39,41,41,35,26,28,32,35,36,39,43,41,41,41,33,26,33,36,38,43,43,41,41,41,37,40,36,38,39,43,43,41,41,39,38,39,39,40,39,41,43,41,41,38,38,39,40,37,39,39,40,33,33,36,38,40,37,36,37,39,39,33,33,35,38,38,37,36,36,37,39,33,33,35,38,38,38,37,36,36,37,34,34,35,38,38,38,38,36,36,36
41,41,35,28,33,33,33,34,35,37,40,40,34,25,27,31,34,35,37,40,39,39,39,32,25,32,35,36,40,40,39,39,39,36,40,36,37,38,40,40,39,39,37,36,38,38,39,37,39,40,39,39,36,36,38,39,36,37,37,38,31,31,34,37,39,36,35,36,37,37,31,31,33,37,37,36,35,35,36,37,30,30,33,37,37,37,36,35,35,36,30,30,33,37,37,37,37,35,35,35
39,39,34,28,31,31,31,33,35,38,38,38,33,26,27,30,33,35,38,41,37,38,38,32,26,33,35,37,41,41,37,37,38,36,40,36,37,38,41,41,37,37,36,35,37,37,37,37,39,41,37,37,35,35,35,36,36,37,37,38,28,28,32,35,36,34,33,35,37,37,28,28,31,37,37,35,33,33,35,37,28,28,32,37,37,37,35,33,33,35,28,28,32,37,37,37,37,34,33,33
38,38,34,29,32,32,32,34,36,39,38,38,34,27,28,31,34,36,39,42,38,38,38,32,27,33,36,37,42,42,38,38,38,35,37,35,37,38,42,42,38,38,36,35,36,37,39,38,40,42,38,38,35,35,35,36,37,38,38,39,22,22,30,34,36,35,33,35,38,38,22,22,27,34,34,33,33,33,35,38,25,25,29,34,34,34,33,33,33,35,29,29,30,34,34,34,34,33,33,33
40,40,36,32,36,36,36,37,39,40,40,40,36,29,31,35,38,39,40,41,58,40,40,34,29,36,39,40,41,41,79,53,40,37,40,39,44,41,41,41,79,66,39,38,38,38,40,39,39,41,79,79,38,38,36,36,36,36,36,38,23,23,37,36,36,34,33,34,36,36,23,23,29,36,36,34,33,33,34,36,26,26,31,36,36,36,34,33,33,34,29,29,32,36,36,36,36,34,33,33
34,34,31,31,38,38,38,36,35,35,35,36,33,26,30,34,36,35,35,36,38,38,38,32,26,33,35,36,36,36,38,38,38,35,38,35,39,36,36,36,38,38,37,36,36,36,35,35,35,36,38,38,36,36,35,35,35,33,33,34,22,22,30,34,35,32,29,31,33,33,22,22,26,32,32,30,29,29,31,33,24,24,28,32,32,32,30,29,29,31,26,26,28,32,32,32,32,30,29,29
28,28,24,25,35,35,35,31,29,26,29,30,26,18,23,29,31,29,26,25,32,32,32,25,18,25,29,27,25,25,33,32,32,30,33,28,27,27,25,25,33,32,32,32,32,32,32,29,25,25,33,33,32,32,32,33,37,27,27,26,19,19,26,29,33,29,23,27,27,27,19,19,22,25,25,24,23,23,25,27,22,22,23,25,25,25,24,23,23,25,25,25,24,25,25,25,25,23,23,23
19,19,16,18,26,26,26,23,22,21,19,19,16,11,16,21,23,22,23,20,19,20,20,15,11,28,22,37,20,20,18,19,20,19,19,37,87,42,20,20,18,18,21,22,21,32,20,30,19,20,18,18,22,22,24,26,32,17,17,18,12,12,17,22,26,23,17,20,17,17,12,12,15,19,19,18,17,17,17,17,13,13,16,19,19,19,18,17,17,17,14,14,16,19,19,19,19,17,17,17
14,14,12,10,14,14,14,14,15,13,13,13,11,8,10,12,14,15,13,13,12,13,13,10,8,11,15,13,13,13,11,12,13,11,12,11,10,12,13,13,11,11,12,12,13,14,11,12,12,13,11,11,12,12,16,18,19,11,11,11,9,9,10,14,18,15,12,13,11,11,9,9,10,13,13,12,12,12,11,11,9,9,11,13,13,13,12,12,12,11,10,10,11,13,13,13,13,12,12,12
13,13,12,10,11,11,11,12,13,12,14,15,14,10,10,11,12,13,12,13,16,18,18,12,10,11,13,12,13,13,14,16,18,14,13,11,9,11,13,13,14,15,16,14,13,12,11,11,11,13,14,14,14,14,12,12,21,9,9,10,13,13,13,12,12,13,10,11,9,9,13,13,12,11,11,10,10,10,9,9,13,13,12,11,11,11,10,10,10,9,14,14,12,11,11,11,11,10,10,10
39,39,39,35,31,31,31,34,37,35,39,39,39,39,36,34,35,37,35,34,39,39,39,39,39,37,37,35,34,34,41,39,39,39,42,37,33,34,34,34,41,40,38,38,38,32,33,31,32,34,41,41,38,38,32,30,28,28,28,30,34,34,36,34,30,29,30,28,28,28,34,34,34,34,34,32,30,30,28,28,35,35,34,34,34,34,32,30,30,28,36,36,34,34,34,34,34,31,30,30
32,32,33,34,33,33,33,33,34,36,32,32,33,36,35,34,33,34,37,39,33,32,32,35,36,36,34,37,39,39,36,33,32,35,38,37,42,38,39,39,36,34,33,35,35,35,35,35,37,39,36,36,35,35,33,33,32,34,34,36,30,30,33,35,33,32,33,33,34,34,30,30,34,39,39,36,33,33,33,34,34,34,36,39,39,39,36,33,33,33,38,38,37,39,39,39,39,35,33,33
30,30,32,33,31,31,31,34,37,36,38,46,47,36,34,33,35,37,36,36,49,63,63,42,36,35,37,35,36,36,33,53,63,43,35,35,30,35,36,36,33,43,50,37,35,35,43,35,34,36,33,33,37,37,33,32,33,32,32,33,27,27,32,34,32,31,31,31,32,32,27,27,30,34,34,32,31,31,31,32,28,28,31,34,34,34,32,31,31,31,30,30,31,34,34,34,34,32,31,31
30,30,37,41,30,30,30,38,45,40,38,47,54,51,44,39,40,45,40,37,65,65,65,51,51,44,45,41,37,37,65,65,65,47,39,40,37,38,37,37,65,65,51,38,38,38,37,37,36,37,38,43,38,38,37,37,42,35,35,35,29,29,33,36,37,37,35,36,35,35,29,29,31,34,34,34,35,35,35,35,29,29,31,34,34,34,34,35,35,35,29,29,31,34,34,34,34,34,35,35
29,29,36,41,30,30,30,35,41,39,32,35,43,52,44,38,37,41,39,38,41,41,41,46,52,45,41,40,38,38,41,41,41,42,42,43,42,40,38,38,41,41,39,38,40,43,44,44,41,38,34,36,38,38,40,42,49,48,48,43,32,32,35,38,42,44,44,46,48,48,32,32,33,35,35,39,44,44,46,48,30,30,32,35,35,35,39,44,44,46,29,29,32,35,35,35,35,40,44,44
29,29,34,38,30,30,30,35,40,41,34,39,45,46,40,36,36,40,41,43,50,50,50,45,46,42,40,41,43,43,50,50,50,42,39,41,41,41,43,43,50,50,43,37,38,41,42,42,43,43,37,39,37,37,40,42,44,44,44,43,33,33,35,39,42,41,40,42,44,44,33,33,36,41,41,40,40,40,42,44,34,34,37,41,41,41,40,40,40,42,36,36,38,41,41,41,41,40,40,40
32,32,35,35,30,30,30,36,43,41,33,35,38,41,37,36,38,43,41,40,38,38,38,40,41,41,43,42,40,40,38,38,38,39,41,42,42,41,40,40,38,38,38,39,40,42,44,42,41,40,38,38,39,39,41,42,44,43,43,41,38,38,39,40,42,42,41,42,43,43,38,38,39,42,42,41,41,41,42,43,34,34,38,42,42,42,41,41,41,42,31,31,37,42,42,42,42,41,41,41
35,35,36,35,30,30,30,35,40,39,35,35,36,40,36,35,36,40,39,40,35,35,35,37,40,39,40,39,40,40,35,35,35,36,36,38,39,39,40,40,35,35,36,37,37,40,41,42,42,40,39,37,37,37,40,42,41,47,47,43,41,41,39,40,42,41,41,43,47,47,41,41,41,43,43,42,41,41,43,47,37,37,40,43,43,43,42,41,41,43,33,33,38,43,43,43,43,41,41,41
41,41,39,34,31,31,31,34,38,39,40,39,37,37,35,34,35,38,39,41,37,37,37,37,37,37,38,38,41,41,37,37,37,38,39,38,37,39,41,41,37,37,38,39,40,42,43,42,42,41,40,39,39,39,43,45,43,44,44,42,42,42,40,42,45,43,42,43,44,44,42,42,42,43,43,42,42,42,43,44,39,39,41,43,43,43,42,42,42,43,36,36,40,43,43,43,43,42,42,42
37,37,38,36,32,32,32,35,38,36,37,38,39,40,37,35,36,38,36,36,39,39,39,40,40,39,38,37,36,36,39,39,39,39,41,39,39,38,36,36,39,39,39,39,40,40,40,41,40,36,41,40,39,39,40,41,40,48,48,42,42,42,41,41,41,40,40,43,48,48,42,42,42,45,45,42,40,40,43,48,39,39,42,45,45,45,42,40,40,43,37,37,41,45,45,45,45,42,40,40
38,38,39,36,31,31,31,35,40,40,38,39,40,41,37,35,37,40,40,41,41,41,41,41,41,41,40,40,41,41,41,41,41,41,44,41,40,40,41,41,41,41,41,41,42,41,42,42,43,41,44,42,41,41,42,43,39,48,48,44,45,45,43,42,43,41,40,43,48,48,45,45,44,45,45,42,40,40,43,48,42,42,43,45,45,45,42,40,40,43,39,39,42,45,45,45,45,42,40,40
39,39,39,35,30,30,30,34,39,39,39,40,40,41,37,35,36,39,39,39,41,41,41,41,41,40,39,39,39,39,41,41,41,41,44,41,40,40,39,39,41,41,40,40,41,41,43,42,41,39,44,42,40,40,40,41,41,45,45,42,45,45,43,42,41,41,42,43,45,45,45,45,45,46,46,44,42,42,43,45,42,42,44,46,46,46,44,42,42,43,40,40,43,46,46,46,46,43,42,42
36,36,37,34,30,30,30,33,37,37,37,39,40,39,36,34,34,37,37,38,42,42,42,40,39,39,37,37,38,38,42,42,42,41,43,40,39,38,38,38,42,42,41,41,42,42,42,40,39,38,42,41,41,41,43,44,41,41,41,39,42,42,41,42,44,41,40,40,41,41,42,42,42,44,44,42,40,40,40,41,40,40,42,44,44,44,42,40,40,40,39,39,41,44,44,44,44,41,40,40
34,34,35,35,31,31,31,34,37,37,36,38,39,39,36,34,35,37,37,37,41,42,42,40,39,38,37,37,37,37,41,41,42,41,42,40,39,38,37,37,41,41,41,41,41,41,43,40,37,37,41,41,41,41,42,43,40,39,39,38,39,39,40,42,43,40,39,39,39,39,39,39,41,44,44,41,39,39,39,39,38,38,41,44,44,44,41,39,39,39,38,38,41,44,44,44,44,41,39,39
34,34,35,34,30,30,30,33,36,38,35,37,38,38,35,33,34,36,38,41,38,40,40,39,38,37,36,37,41,41,36,38,40,39,41,39,38,39,41,41,36,37,39,39,40,40,41,39,40,41,36,36,39,39,41,42,40,39,39,39,30,30,35,41,42,40,39,39,39,39,30,30,35,43,43,41,39,39,39,39,31,31,37,43,43,43,41,39,39,39,33,33,37,43,43,43,43,40,39,39
36,36,36,34,30,30,30,32,35,36,37,39,39,38,35,33,33,35,36,38,39,42,42,39,38,37,35,36,38,38,36,40,42,40,41,38,38,38,38,38,36,38,40,39,40,40,41,39,38,38,36,36,39,39,41,42,39,38,38,38,33,33,36,40,42,40,39,38,38,38,33,33,36,42,42,40,39,39,38,38,31,31,36,42,42,42,40,39,39,38,29,29,35,42,42,42,42,40,39,39
36,36,36,33,30,30,30,32,34,38,36,37,37,37,34,32,32,34,38,42,38,39,39,38,37,37,34,37,42,42,38,38,39,38,42,38,38,39,42,42,38,38,37,36,39,40,41,40,41,42,38,38,36,36,38,40,41,40,40,40,34,34,36,38,40,39,39,39,40,40,34,34,36,41,41,40,39,39,39,40,31,31,36,41,41,41,40,39,39,39,28,28,35,41,41,41,41,39,39,39
35,35,35,35,33,33,33,34,36,40,38,41,41,37,35,34,35,36,40,44,43,48,48,40,37,36,36,38,44,44,38,44,48,41,39,37,36,39,44,44,38,41,43,39,40,41,41,40,42,44,38,38,39,39,43,45,42,40,40,41,31,31,36,41,45,40,36,38,40,40,31,31,35,40,40,38,36,36,38,40,32,32,36,40,40,40,38,36,36,38,33,33,36,40,40,40,40,37,36,36
38,38,39,39,36,36,36,38,41,43,39,41,42,43,40,39,39,41,43,45,54,44,44,43,43,42,41,42,45,45,66,51,44,43,44,43,43,43,45,45,66,58,43,42,43,44,46,43,44,45,66,66,42,42,44,45,42,42,42,43,33,33,41,42,45,41,38,40,42,42,33,33,37,42,42,40,38,38,40,42,36,36,39,42,42,42,40,38,38,40,40,40,40,42,42,42,42,39,38,38
38,38,39,39,38,38,38,38,38,40,39,41,42,41,40,38,38,38,40,43,46,44,44,42,41,40,38,40,43,43,50,46,44,43,42,41,42,42,43,43,50,48,44,44,44,45,45,44,43,43,50,50,44,44,46,48,45,44,44,43,35,35,41,44,48,44,41,43,44,44,35,35,38,42,42,41,41,41,42,44,37,37,39,42,42,42,41,41,41,42,39,39,40,42,42,42,42,41,41,41
38,38,38,38,36,36,36,37,39,41,38,39,39,40,38,37,38,39,41,43,39,40,40,39,40,39,39,40,43,43,39,39,40,39,39,40,41,41,43,43,39,39,39,39,39,41,42,40,41,43,39,39,39,39,41,42,40,39,39,40,35,35,37,39,42,40,38,38,39,39,35,35,36,38,38,38,38,38,38,39,36,36,37,38,38,38,38,38,38,38,37,37,37,38,38,38,38,38,38,38
37,37,36,36,37,37,37,37,37,38,37,37,36,36,36,36,37,37,38,40,37,37,37,36,36,36,37,37,40,40,38,37,37,36,37,35,34,36,40,40,38,37,36,36,36,35,35,36,38,40,38,38,36,36,36,36,37,36,36,37,31,31,34,35,36,35,33,35,36,36,31,31,32,34,34,33,33,33,34,36,31,31,32,34,34,34,33,33,33,34,32,32,32,34,34,34,34,33,33,33
32,32,32,34,36,36,36,35,35,37,33,34,34,34,34,35,35,35,37,40,36,36,36,34,34,34,35,35,40,40,37,36,36,35,35,33,31,35,40,40,37,36,36,36,35,34,35,34,37,40,37,37,36,36,36,36,34,33,33,36,29,29,33,35,36,34,34,33,33,33,29,29,31,34,34,34,34,34,33,33,29,29,31,34,34,34,34,34,34,33,30,30,31,34,34,34,34,34,34,34
29,29,29,30,32,32,32,31,31,33,29,29,29,29,30,31,31,31,33,36,30,29,29,29,29,28,31,30,36,36,32,30,29,29,29,27,24,30,36,36,32,31,29,29,29,29,29,29,33,36,32,32,29,29,29,30,32,28,28,31,27,27,28,29,30,29,28,28,28,28,27,27,28,31,31,29,28,28,28,28,28,28,29,31,31,31,29,28,28,28,29,29,29,31,31,31,31,29,28,28
31,31,30,28,28,28,28,28,28,28,30,30,28,28,28,28,28,28,28,30,31,29,29,28,28,27,28,27,30,30,34,30,29,28,29,26,22,26,30,30,34,32,29,29,28,26,26,24,27,30,34,34,29,29,28,28,27,21,21,25,28,28,29,28,28,25,23,23,21,21,28,28,28,29,29,26,23,23,22,21,30,30,29,29,29,29,26,23,23,22,32,32,30,29,29,29,29,25,23,23
42,42,41,38,36,36,36,38,40,41,41,41,40,40,38,38,38,40,41,42,41,40,40,41,40,40,40,40,42,42,43,41,40,42,44,40,38,40,42,42,43,42,41,43,43,39,40,37,40,42,43,43,43,43,41,41,33,36,36,38,36,36,40,42,41,37,37,35,36,36,36,36,38,42,42,39,37,37,36,36,38,38,40,42,42,42,39,37,37,36,41,41,41,42,42,42,42,39,37,37
56,56,54,49,47,47,47,49,51,56,56,56,54,52,50,49,49,51,56,61,58,56,56,55,52,53,51,53,61,61,62,58,56,56,61,54,51,54,61,61,62,60,56,56,57,53,53,52,57,61,62,62,56,56,54,54,47,50,50,54,45,45,51,53,54,49,47,48,50,50,45,45,47,50,50,48,47,47,48,50,46,46,48,50,50,50,48,47,47,48,47,47,48,50,50,50,50,48,47,47
81,81,77,73,78,78,78,73,70,77,81,81,77,69,72,73,72,70,78,84,78,82,82,76,69,74,70,76,84,84,74,79,82,81,85,78,83,80,84,84,74,76,82,82,83,79,77,75,79,84,74,74,82,82,82,83,66,69,69,75,67,67,74,82,83,74,69,68,69,69,67,67,65,83,75,69,69,69,68,69,60,60,60,68,69,69,69,69,69,68,53,53,55,59,69,69,69,69,69,69
79,79,81,86,87,87,87,83,81,94,82,85,87,86,86,85,83,81,95,107,91,91,91,91,86,87,81,89,107,107,91,91,91,92,101,90,88,93,107,107,91,91,90,90,95,90,90,87,98,107,76,83,90,90,92,94,75,80,80,92,72,72,82,90,94,83,78,78,80,80,72,72,78,88,88,83,78,78,78,80,67,67,77,88,88,88,83,78,78,78,63,63,76,88,88,88,88,82,78,78
71,71,77,74,58,58,58,76,93,98,75,79,86,89,78,74,81,93,98,103,88,88,88,89,89,90,93,94,103,103,88,88,88,88,93,91,88,95,103,103,88,88,86,84,90,92,96,93,101,103,79,82,84,84,92,97,78,97,97,99,77,77,79,85,97,88,84,88,97,97,77,77,76,76,76,80,84,84,90,97,74,74,75,76,76,76,80,84,84,90,72,72,74,76,76,76,76,80,84,84
68,68,74,70,52,52,52,61,70,83,73,78,84,87,75,65,64,70,85,97,88,88,88,88,87,80,70,79,97,97,88,88,88,88,92,84,79,85,97,97,88,88,86,85,89,92,91,92,94,97,80,83,85,85,89,91,114,88,88,92,78,78,81,85,91,93,85,92,88,88,78,78,79,82,82,83,85,85,87,88,74,74,78,82,82,82,83,85,85,86,71,71,77,82,82,82,82,83,85,85
75,75,72,60,51,51,51,59,67,77,78,82,79,68,62,59,61,67,78,88,89,89,89,79,68,72,67,73,88,88,89,89,89,86,93,79,72,79,88,88,89,89,88,88,91,90,90,85,85,88,79,83,88,88,92,95,95,81,81,84,76,76,81,87,95,88,78,82,81,81,76,76,77,80,80,79,78,78,80,81,75,75,77,80,80,80,79,78,78,79,75,75,77,80,80,80,80,78,78,78
